sale_id,site_id,product_id,business_date,qty,revenue,channel
S_2025-12-16_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-16,26,4680.0,dine_in
S_2025-12-16_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-16,14,3080.0,dine_in
S_2025-12-16_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-16,112,5376.0,dine_in
S_2025-12-16_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-16,93,2604.0,dine_in
S_2025-12-16_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-16,42,5460.0,dine_in
S_2025-12-16_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-16,35,5075.0,dine_in
S_2025-12-16_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-16,13,5005.0,dine_in
S_2025-12-16_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-16,22,3740.0,dine_in
S_2025-12-16_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-16,62,6510.0,dine_in
S_2025-12-16_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-16,30,5550.0,dine_in
S_2025-12-16_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-16,20,5800.0,dine_in
S_2025-12-16_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-16,171,0.0,dine_in
S_2025-12-17_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-17,34,9350.0,dine_in
S_2025-12-17_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-17,30,6300.0,dine_in
S_2025-12-17_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-17,37,8695.0,dine_in
S_2025-12-17_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-17,36,6480.0,dine_in
S_2025-12-17_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-17,26,5720.0,dine_in
S_2025-12-17_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-17,105,5040.0,dine_in
S_2025-12-17_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-17,82,2296.0,dine_in
S_2025-12-17_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-17,43,5590.0,dine_in
S_2025-12-17_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-17,42,6090.0,dine_in
S_2025-12-17_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-17,9,3465.0,dine_in
S_2025-12-17_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-17,23,3910.0,dine_in
S_2025-12-17_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-17,72,7560.0,dine_in
S_2025-12-17_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-17,30,5550.0,dine_in
S_2025-12-17_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-17,16,4640.0,dine_in
S_2025-12-17_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-17,177,0.0,dine_in
S_2025-12-18_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-18,41,11275.0,dine_in
S_2025-12-18_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-18,26,5460.0,dine_in
S_2025-12-18_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-18,41,9635.0,dine_in
S_2025-12-18_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-18,28,5040.0,dine_in
S_2025-12-18_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-18,29,6380.0,dine_in
S_2025-12-18_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-18,125,6000.0,dine_in
S_2025-12-18_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-18,112,3136.0,dine_in
S_2025-12-18_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-18,47,6110.0,dine_in
S_2025-12-18_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-18,58,8410.0,dine_in
S_2025-12-18_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-18,15,5775.0,dine_in
S_2025-12-18_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-18,26,4420.0,dine_in
S_2025-12-18_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-18,70,7350.0,dine_in
S_2025-12-18_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-18,21,3885.0,dine_in
S_2025-12-18_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-18,18,5220.0,dine_in
S_2025-12-18_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-18,199,0.0,dine_in
S_2025-12-19_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-19,55,15125.0,dine_in
S_2025-12-19_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-19,40,8400.0,dine_in
S_2025-12-19_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-19,63,14805.0,dine_in
S_2025-12-19_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-19,41,7380.0,dine_in
S_2025-12-19_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-19,28,6160.0,dine_in
S_2025-12-19_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-19,165,7920.0,dine_in
S_2025-12-19_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-19,139,3892.0,dine_in
S_2025-12-19_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-19,59,7670.0,dine_in
S_2025-12-19_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-19,57,8265.0,dine_in
S_2025-12-19_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-19,36,13860.0,dine_in
S_2025-12-19_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-19,33,5610.0,dine_in
S_2025-12-19_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-19,67,7035.0,dine_in
S_2025-12-19_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-19,35,6475.0,dine_in
S_2025-12-19_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-19,28,8120.0,dine_in
S_2025-12-19_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-19,256,0.0,dine_in
S_2025-12-20_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-20,57,15675.0,dine_in
S_2025-12-20_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-20,36,7560.0,dine_in
S_2025-12-20_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-20,58,13630.0,dine_in
S_2025-12-20_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-20,51,9180.0,dine_in
S_2025-12-20_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-20,40,8800.0,dine_in
S_2025-12-20_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-20,211,10128.0,dine_in
S_2025-12-20_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-20,137,3836.0,dine_in
S_2025-12-20_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-20,56,7280.0,dine_in
S_2025-12-20_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-20,81,11745.0,dine_in
S_2025-12-20_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-20,36,13860.0,dine_in
S_2025-12-20_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-20,34,5780.0,dine_in
S_2025-12-20_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-20,87,9135.0,dine_in
S_2025-12-20_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-20,37,6845.0,dine_in
S_2025-12-20_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-20,33,9570.0,dine_in
S_2025-12-20_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-20,289,0.0,dine_in
S_2025-12-21_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-21,57,15675.0,dine_in
S_2025-12-21_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-21,41,8610.0,dine_in
S_2025-12-21_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-21,57,13395.0,dine_in
S_2025-12-21_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-21,52,9360.0,dine_in
S_2025-12-21_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-21,28,6160.0,dine_in
S_2025-12-21_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-21,166,7968.0,dine_in
S_2025-12-21_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-21,129,3612.0,dine_in
S_2025-12-21_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-21,48,6240.0,dine_in
S_2025-12-21_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-21,59,8555.0,dine_in
S_2025-12-21_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-21,30,11550.0,dine_in
S_2025-12-21_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-21,29,4930.0,dine_in
S_2025-12-21_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-21,75,7875.0,dine_in
S_2025-12-21_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-21,50,9250.0,dine_in
S_2025-12-21_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-21,28,8120.0,dine_in
S_2025-12-21_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-21,257,0.0,dine_in
S_2025-12-22_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-22,33,9075.0,dine_in
S_2025-12-22_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-22,27,5670.0,dine_in
S_2025-12-22_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-22,35,8225.0,dine_in
S_2025-12-22_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-22,31,5580.0,dine_in
S_2025-12-22_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-22,22,4840.0,dine_in
S_2025-12-22_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-22,123,5904.0,dine_in
S_2025-12-22_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-22,75,2100.0,dine_in
S_2025-12-22_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-22,37,4810.0,dine_in
S_2025-12-22_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-22,49,7105.0,dine_in
S_2025-12-22_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-22,16,6160.0,dine_in
S_2025-12-22_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-22,14,2380.0,dine_in
S_2025-12-22_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-22,67,7035.0,dine_in
S_2025-12-22_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-22,14,2590.0,dine_in
S_2025-12-22_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-22,16,4640.0,dine_in
S_2025-12-22_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-22,169,0.0,dine_in
S_2025-12-23_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-23,31,8525.0,dine_in
S_2025-12-23_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-23,31,6510.0,dine_in
S_2025-12-23_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-23,47,11045.0,dine_in
S_2025-12-23_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-23,22,3960.0,dine_in
S_2025-12-23_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-23,25,5500.0,dine_in
S_2025-12-23_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-23,116,5568.0,dine_in
S_2025-12-23_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-23,95,2660.0,dine_in
S_2025-12-23_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-23,32,4160.0,dine_in
S_2025-12-23_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-23,44,6380.0,dine_in
S_2025-12-23_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-23,18,6930.0,dine_in
S_2025-12-23_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-23,16,2720.0,dine_in
S_2025-12-23_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-23,54,5670.0,dine_in
S_2025-12-23_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-23,19,3515.0,dine_in
S_2025-12-23_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-23,20,5800.0,dine_in
S_2025-12-23_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-23,173,0.0,dine_in
S_2025-12-24_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-24,44,12100.0,dine_in
S_2025-12-24_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-24,38,7980.0,dine_in
S_2025-12-24_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-24,60,14100.0,dine_in
S_2025-12-24_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-24,36,6480.0,dine_in
S_2025-12-24_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-24,22,4840.0,dine_in
S_2025-12-24_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-24,145,6960.0,dine_in
S_2025-12-24_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-24,85,2380.0,dine_in
S_2025-12-24_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-24,38,4940.0,dine_in
S_2025-12-24_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-24,64,9280.0,dine_in
S_2025-12-24_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-24,18,6930.0,dine_in
S_2025-12-24_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-24,24,4080.0,dine_in
S_2025-12-24_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-24,102,10710.0,dine_in
S_2025-12-24_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-24,29,5365.0,dine_in
S_2025-12-24_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-24,25,7250.0,dine_in
S_2025-12-24_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-24,221,0.0,dine_in
S_2025-12-25_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-25,59,16225.0,dine_in
S_2025-12-25_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-25,39,8190.0,dine_in
S_2025-12-25_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-25,69,16215.0,dine_in
S_2025-12-25_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-25,37,6660.0,dine_in
S_2025-12-25_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-25,30,6600.0,dine_in
S_2025-12-25_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-25,226,10848.0,dine_in
S_2025-12-25_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-25,147,4116.0,dine_in
S_2025-12-25_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-25,54,7020.0,dine_in
S_2025-12-25_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-25,67,9715.0,dine_in
S_2025-12-25_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-25,19,7315.0,dine_in
S_2025-12-25_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-25,32,5440.0,dine_in
S_2025-12-25_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-25,84,8820.0,dine_in
S_2025-12-25_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-25,45,8325.0,dine_in
S_2025-12-25_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-25,17,4930.0,dine_in
S_2025-12-25_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-25,280,0.0,dine_in
S_2025-12-26_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-26,65,17875.0,dine_in
S_2025-12-26_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-26,35,7350.0,dine_in
S_2025-12-26_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-26,57,13395.0,dine_in
S_2025-12-26_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-26,44,7920.0,dine_in
S_2025-12-26_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-26,39,8580.0,dine_in
S_2025-12-26_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-26,198,9504.0,dine_in
S_2025-12-26_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-26,124,3472.0,dine_in
S_2025-12-26_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-26,59,7670.0,dine_in
S_2025-12-26_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-26,51,7395.0,dine_in
S_2025-12-26_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-26,33,12705.0,dine_in
S_2025-12-26_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-26,27,4590.0,dine_in
S_2025-12-26_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-26,65,6825.0,dine_in
S_2025-12-26_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-26,43,7955.0,dine_in
S_2025-12-26_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-26,34,9860.0,dine_in
S_2025-12-26_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-26,265,0.0,dine_in
S_2025-12-27_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-27,51,14025.0,dine_in
S_2025-12-27_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-27,35,7350.0,dine_in
S_2025-12-27_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-27,67,15745.0,dine_in
S_2025-12-27_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-27,48,8640.0,dine_in
S_2025-12-27_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-27,28,6160.0,dine_in
S_2025-12-27_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-27,195,9360.0,dine_in
S_2025-12-27_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-27,135,3780.0,dine_in
S_2025-12-27_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-27,49,6370.0,dine_in
S_2025-12-27_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-27,64,9280.0,dine_in
S_2025-12-27_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-27,27,10395.0,dine_in
S_2025-12-27_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-27,18,3060.0,dine_in
S_2025-12-27_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-27,78,8190.0,dine_in
S_2025-12-27_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-27,46,8510.0,dine_in
S_2025-12-27_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-27,28,8120.0,dine_in
S_2025-12-27_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-27,263,0.0,dine_in
S_2025-12-28_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-28,51,14025.0,dine_in
S_2025-12-28_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-28,33,6930.0,dine_in
S_2025-12-28_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-28,70,16450.0,dine_in
S_2025-12-28_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-28,46,8280.0,dine_in
S_2025-12-28_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-28,40,8800.0,dine_in
S_2025-12-28_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-28,168,8064.0,dine_in
S_2025-12-28_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-28,119,3332.0,dine_in
S_2025-12-28_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-28,60,7800.0,dine_in
S_2025-12-28_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-28,59,8555.0,dine_in
S_2025-12-28_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-28,21,8085.0,dine_in
S_2025-12-28_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-28,29,4930.0,dine_in
S_2025-12-28_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-28,71,7455.0,dine_in
S_2025-12-28_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-28,46,8510.0,dine_in
S_2025-12-28_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-28,23,6670.0,dine_in
S_2025-12-28_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-28,253,0.0,dine_in
S_2025-12-29_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-29,31,8525.0,dine_in
S_2025-12-29_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-29,24,5040.0,dine_in
S_2025-12-29_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-29,36,8460.0,dine_in
S_2025-12-29_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-29,22,3960.0,dine_in
S_2025-12-29_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-29,27,5940.0,dine_in
S_2025-12-29_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-29,110,5280.0,dine_in
S_2025-12-29_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-29,68,1904.0,dine_in
S_2025-12-29_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-29,34,4420.0,dine_in
S_2025-12-29_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-29,38,5510.0,dine_in
S_2025-12-29_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-29,12,4620.0,dine_in
S_2025-12-29_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-29,14,2380.0,dine_in
S_2025-12-29_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-29,47,4935.0,dine_in
S_2025-12-29_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-29,25,4625.0,dine_in
S_2025-12-29_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-29,16,4640.0,dine_in
S_2025-12-29_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-29,153,0.0,dine_in
S_2025-12-30_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-30,37,10175.0,dine_in
S_2025-12-30_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-30,28,5880.0,dine_in
S_2025-12-30_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-30,44,10340.0,dine_in
S_2025-12-30_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-30,34,6120.0,dine_in
S_2025-12-30_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-30,17,3740.0,dine_in
S_2025-12-30_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-30,93,4464.0,dine_in
S_2025-12-30_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-30,91,2548.0,dine_in
S_2025-12-30_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-30,39,5070.0,dine_in
S_2025-12-30_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-30,45,6525.0,dine_in
S_2025-12-30_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-30,17,6545.0,dine_in
S_2025-12-30_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-30,23,3910.0,dine_in
S_2025-12-30_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-30,62,6510.0,dine_in
S_2025-12-30_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-30,26,4810.0,dine_in
S_2025-12-30_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-30,19,5510.0,dine_in
S_2025-12-30_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-30,174,0.0,dine_in
S_2025-12-31_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-31,54,14850.0,dine_in
S_2025-12-31_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-31,38,7980.0,dine_in
S_2025-12-31_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-31,55,12925.0,dine_in
S_2025-12-31_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-31,44,7920.0,dine_in
S_2025-12-31_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-31,35,7700.0,dine_in
S_2025-12-31_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-31,201,9648.0,dine_in
S_2025-12-31_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-31,123,3444.0,dine_in
S_2025-12-31_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-31,58,7540.0,dine_in
S_2025-12-31_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-31,75,10875.0,dine_in
S_2025-12-31_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-31,20,7700.0,dine_in
S_2025-12-31_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-31,27,4590.0,dine_in
S_2025-12-31_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-31,114,11970.0,dine_in
