production_id,site_id,product_id,business_date,planned_qty,actual_qty,uom
P_2025-12-19_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-19,81,84,portion
P_2025-12-19_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-19,43,43,portion
P_2025-12-19_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-19,71,74,portion
P_2025-12-19_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-19,52,53,portion
P_2025-12-19_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-19,40,40,portion
P_2025-12-19_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-19,182,165,portion
P_2025-12-19_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-19,131,139,portion
P_2025-12-19_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-19,62,63,portion
P_2025-12-19_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-19,74,76,portion
P_2025-12-19_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-19,34,36,portion
P_2025-12-19_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-19,34,33,portion
P_2025-12-19_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-19,73,67,portion
P_2025-12-19_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-19,46,46,portion
P_2025-12-19_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-19,32,32,portion
P_2025-12-19_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-19,256,256,portion
P_2025-12-20_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-20,75,75,portion
P_2025-12-20_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-20,48,51,portion
P_2025-12-20_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-20,78,76,portion
P_2025-12-20_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-20,58,57,portion
P_2025-12-20_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-20,45,44,portion
P_2025-12-20_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-20,202,211,portion
P_2025-12-20_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-20,146,137,portion
P_2025-12-20_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-20,68,70,portion
P_2025-12-20_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-20,82,83,portion
P_2025-12-20_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-20,36,36,portion
P_2025-12-20_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-20,38,36,portion
P_2025-12-20_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-20,82,87,portion
P_2025-12-20_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-20,51,51,portion
P_2025-12-20_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-20,36,36,portion
P_2025-12-20_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-20,289,289,portion
P_2025-12-21_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-21,67,66,portion
P_2025-12-21_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-21,44,45,portion
P_2025-12-21_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-21,72,76,portion
P_2025-12-21_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-21,53,55,portion
P_2025-12-21_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-21,41,39,portion
P_2025-12-21_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-21,180,166,portion
P_2025-12-21_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-21,134,129,portion
P_2025-12-21_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-21,63,66,portion
P_2025-12-21_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-21,75,77,portion
P_2025-12-21_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-21,33,32,portion
P_2025-12-21_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-21,35,35,portion
P_2025-12-21_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-21,88,75,portion
P_2025-12-21_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-21,47,50,portion
P_2025-12-21_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-21,32,32,portion
P_2025-12-21_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-21,257,257,portion
P_2025-12-22_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-22,38,38,portion
P_2025-12-22_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-22,28,27,portion
P_2025-12-22_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-22,55,56,portion
P_2025-12-22_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-22,34,33,portion
P_2025-12-22_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-22,26,26,portion
P_2025-12-22_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-22,118,123,portion
P_2025-12-22_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-22,84,75,portion
P_2025-12-22_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-22,40,39,portion
P_2025-12-22_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-22,48,49,portion
P_2025-12-22_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-22,16,16,portion
P_2025-12-22_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-22,22,22,portion
P_2025-12-22_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-22,68,67,portion
P_2025-12-22_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-22,30,29,portion
P_2025-12-22_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-22,19,20,portion
P_2025-12-22_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-22,169,169,portion
P_2025-12-23_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-23,40,42,portion
P_2025-12-23_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-23,39,39,portion
P_2025-12-23_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-23,47,47,portion
P_2025-12-23_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-23,35,35,portion
P_2025-12-23_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-23,27,26,portion
P_2025-12-23_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-23,121,116,portion
P_2025-12-23_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-23,88,95,portion
P_2025-12-23_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-23,41,43,portion
P_2025-12-23_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-23,49,47,portion
P_2025-12-23_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-23,17,18,portion
P_2025-12-23_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-23,23,23,portion
P_2025-12-23_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-23,67,54,portion
P_2025-12-23_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-23,31,30,portion
P_2025-12-23_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-23,20,20,portion
P_2025-12-23_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-23,173,173,portion
P_2025-12-24_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-24,52,52,portion
P_2025-12-24_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-24,37,38,portion
P_2025-12-24_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-24,61,60,portion
P_2025-12-24_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-24,45,48,portion
P_2025-12-24_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-24,35,35,portion
P_2025-12-24_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-24,158,145,portion
P_2025-12-24_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-24,113,85,portion
P_2025-12-24_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-24,53,50,portion
P_2025-12-24_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-24,64,64,portion
P_2025-12-24_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-24,23,24,portion
P_2025-12-24_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-24,29,29,portion
P_2025-12-24_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-24,104,102,portion
P_2025-12-24_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-24,40,40,portion
P_2025-12-24_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-24,26,25,portion
P_2025-12-24_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-24,221,221,portion
P_2025-12-25_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-25,64,62,portion
P_2025-12-25_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-25,46,46,portion
P_2025-12-25_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-25,75,77,portion
P_2025-12-25_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-25,56,56,portion
P_2025-12-25_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-25,43,42,portion
P_2025-12-25_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-25,195,226,portion
P_2025-12-25_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-25,140,147,portion
P_2025-12-25_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-25,66,68,portion
P_2025-12-25_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-25,79,76,portion
P_2025-12-25_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-25,29,28,portion
P_2025-12-25_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-25,36,36,portion
P_2025-12-25_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-25,94,84,portion
P_2025-12-25_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-25,49,50,portion
P_2025-12-25_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-25,31,30,portion
P_2025-12-25_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-25,280,280,portion
P_2025-12-26_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-26,82,80,portion
P_2025-12-26_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-26,43,43,portion
P_2025-12-26_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-26,71,70,portion
P_2025-12-26_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-26,53,53,portion
P_2025-12-26_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-26,40,39,portion
P_2025-12-26_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-26,184,198,portion
P_2025-12-26_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-26,132,124,portion
P_2025-12-26_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-26,62,64,portion
P_2025-12-26_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-26,75,76,portion
P_2025-12-26_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-26,34,33,portion
P_2025-12-26_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-26,34,35,portion
P_2025-12-26_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-26,73,65,portion
P_2025-12-26_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-26,47,46,portion
P_2025-12-26_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-26,33,34,portion
P_2025-12-26_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-26,265,265,portion
P_2025-12-27_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-27,75,76,portion
P_2025-12-27_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-27,48,48,portion
P_2025-12-27_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-27,79,79,portion
P_2025-12-27_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-27,59,60,portion
P_2025-12-27_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-27,45,45,portion
P_2025-12-27_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-27,204,195,portion
P_2025-12-27_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-27,147,135,portion
P_2025-12-27_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-27,69,68,portion
P_2025-12-27_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-27,83,83,portion
P_2025-12-27_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-27,37,39,portion
P_2025-12-27_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-27,38,39,portion
P_2025-12-27_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-27,83,78,portion
P_2025-12-27_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-27,52,50,portion
P_2025-12-27_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-27,36,36,portion
P_2025-12-27_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-27,263,263,portion
P_2025-12-28_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-28,67,66,portion
P_2025-12-28_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-28,44,43,portion
P_2025-12-28_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-28,72,70,portion
P_2025-12-28_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-28,54,53,portion
P_2025-12-28_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-28,41,41,portion
P_2025-12-28_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-28,181,168,portion
P_2025-12-28_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-28,135,119,portion
P_2025-12-28_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-28,63,64,portion
P_2025-12-28_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-28,76,78,portion
P_2025-12-28_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-28,33,34,portion
P_2025-12-28_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-28,35,35,portion
P_2025-12-28_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-28,88,71,portion
P_2025-12-28_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-28,47,49,portion
P_2025-12-28_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-28,32,33,portion
P_2025-12-28_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-28,253,253,portion
P_2025-12-29_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-29,38,37,portion
P_2025-12-29_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-29,28,28,portion
P_2025-12-29_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-29,56,57,portion
P_2025-12-29_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-29,34,34,portion
P_2025-12-29_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-29,26,27,portion
P_2025-12-29_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-29,119,110,portion
P_2025-12-29_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-29,85,68,portion
P_2025-12-29_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-29,40,41,portion
P_2025-12-29_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-29,48,47,portion
P_2025-12-29_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-29,16,16,portion
P_2025-12-29_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-29,22,22,portion
P_2025-12-29_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-29,68,47,portion
P_2025-12-29_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-29,30,28,portion
P_2025-12-29_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-29,19,19,portion
P_2025-12-29_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-29,153,153,portion
P_2025-12-30_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-30,40,42,portion
P_2025-12-30_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-30,39,38,portion
P_2025-12-30_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-30,47,48,portion
P_2025-12-30_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-30,35,34,portion
P_2025-12-30_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-30,27,28,portion
P_2025-12-30_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-30,122,93,portion
P_2025-12-30_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-30,88,91,portion
P_2025-12-30_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-30,41,40,portion
P_2025-12-30_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-30,50,50,portion
P_2025-12-30_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-30,17,18,portion
P_2025-12-30_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-30,23,23,portion
P_2025-12-30_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-30,67,62,portion
P_2025-12-30_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-30,31,29,portion
P_2025-12-30_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-30,20,20,portion
P_2025-12-30_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-30,174,174,portion
P_2025-12-31_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2025-12-31,67,67,portion
P_2025-12-31_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2025-12-31,48,47,portion
P_2025-12-31_DSH_PBM,SITE_KIT_01,DSH_PBM,2025-12-31,78,78,portion
P_2025-12-31_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2025-12-31,58,57,portion
P_2025-12-31_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2025-12-31,44,45,portion
P_2025-12-31_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2025-12-31,203,201,portion
P_2025-12-31_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2025-12-31,145,123,portion
P_2025-12-31_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2025-12-31,68,69,portion
P_2025-12-31_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2025-12-31,82,81,portion
P_2025-12-31_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2025-12-31,29,30,portion
P_2025-12-31_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2025-12-31,37,37,portion
P_2025-12-31_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2025-12-31,133,114,portion
P_2025-12-31_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2025-12-31,51,51,portion
P_2025-12-31_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2025-12-31,33,34,portion
P_2025-12-31_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2025-12-31,280,280,portion
P_2026-01-01_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2026-01-01,63,66,portion
P_2026-01-01_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2026-01-01,45,47,portion
P_2026-01-01_DSH_PBM,SITE_KIT_01,DSH_PBM,2026-01-01,73,77,portion
P_2026-01-01_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2026-01-01,55,55,portion
P_2026-01-01_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2026-01-01,42,41,portion
P_2026-01-01_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2026-01-01,191,171,portion
P_2026-01-01_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2026-01-01,137,145,portion
P_2026-01-01_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2026-01-01,64,64,portion
P_2026-01-01_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2026-01-01,77,78,portion
P_2026-01-01_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2026-01-01,28,28,portion
P_2026-01-01_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2026-01-01,35,36,portion
P_2026-01-01_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2026-01-01,92,86,portion
P_2026-01-01_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2026-01-01,48,50,portion
P_2026-01-01_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2026-01-01,31,32,portion
P_2026-01-01_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2026-01-01,255,255,portion
P_2026-01-02_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2026-01-02,82,80,portion
P_2026-01-02_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2026-01-02,44,44,portion
P_2026-01-02_DSH_PBM,SITE_KIT_01,DSH_PBM,2026-01-02,72,74,portion
P_2026-01-02_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2026-01-02,53,53,portion
P_2026-01-02_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2026-01-02,41,41,portion
P_2026-01-02_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2026-01-02,185,171,portion
P_2026-01-02_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2026-01-02,133,132,portion
P_2026-01-02_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2026-01-02,63,63,portion
P_2026-01-02_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2026-01-02,75,74,portion
P_2026-01-02_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2026-01-02,34,34,portion
P_2026-01-02_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2026-01-02,34,34,portion
P_2026-01-02_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2026-01-02,74,48,portion
P_2026-01-02_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2026-01-02,47,48,portion
P_2026-01-02_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2026-01-02,33,33,portion
P_2026-01-02_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2026-01-02,257,257,portion
P_2026-01-03_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2026-01-03,76,80,portion
P_2026-01-03_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2026-01-03,49,49,portion
P_2026-01-03_DSH_PBM,SITE_KIT_01,DSH_PBM,2026-01-03,80,83,portion
P_2026-01-03_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2026-01-03,59,61,portion
P_2026-01-03_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2026-01-03,45,46,portion
P_2026-01-03_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2026-01-03,205,176,portion
P_2026-01-03_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2026-01-03,148,136,portion
P_2026-01-03_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2026-01-03,70,71,portion
P_2026-01-03_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2026-01-03,83,87,portion
P_2026-01-03_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2026-01-03,37,37,portion
P_2026-01-03_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2026-01-03,38,38,portion
P_2026-01-03_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2026-01-03,83,73,portion
P_2026-01-03_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2026-01-03,52,52,portion
P_2026-01-03_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2026-01-03,36,36,portion
P_2026-01-03_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2026-01-03,283,283,portion
P_2026-01-04_DSH_CHBIRYANI,SITE_KIT_01,DSH_CHBIRYANI,2026-01-04,68,68,portion
P_2026-01-04_DSH_VGBIRYANI,SITE_KIT_01,DSH_VGBIRYANI,2026-01-04,45,44,portion
P_2026-01-04_DSH_PBM,SITE_KIT_01,DSH_PBM,2026-01-04,73,75,portion
P_2026-01-04_DSH_GOBIMANCH,SITE_KIT_01,DSH_GOBIMANCH,2026-01-04,54,54,portion
P_2026-01-04_DSH_PALAK,SITE_KIT_01,DSH_PALAK,2026-01-04,41,42,portion
P_2026-01-04_DSH_NAAN,SITE_KIT_01,DSH_NAAN,2026-01-04,183,176,portion
P_2026-01-04_DSH_ROTI,SITE_KIT_01,DSH_ROTI,2026-01-04,136,146,portion
P_2026-01-04_DSH_JEERARICE,SITE_KIT_01,DSH_JEERARICE,2026-01-04,64,65,portion
P_2026-01-04_DSH_DALTADKA,SITE_KIT_01,DSH_DALTADKA,2026-01-04,76,76,portion
P_2026-01-04_DSH_ROGANJOSH,SITE_KIT_01,DSH_ROGANJOSH,2026-01-04,33,32,portion
P_2026-01-04_DSH_VEGPULAO,SITE_KIT_01,DSH_VEGPULAO,2026-01-04,35,35,portion
P_2026-01-04_DSH_DOSA,SITE_KIT_01,DSH_DOSA,2026-01-04,89,57,portion
P_2026-01-04_DSH_MIXVEG,SITE_KIT_01,DSH_MIXVEG,2026-01-04,48,48,portion
P_2026-01-04_DSH_FISHCURRY,SITE_KIT_01,DSH_FISHCURRY,2026-01-04,32,32,portion
P_2026-01-04_DSH_SIDES,SITE_KIT_01,DSH_SIDES,2026-01-04,255,255,portion
