batch_id,site_id,product_id,lot_code,received_at,printed_expiry,qty_received,uom,storage_zone_id,dock_dwell_hours,intake_grade,unit_cost,state
B00839,SITE_KIT_01,ING_MINT,LOT-B00839,2025-12-29T07:00:00,2026-01-01,0.75,kg,ZN_COLD,0.5,0.879,60.0,whole
B00840,SITE_KIT_01,ING_CURRYLEAF,LOT-B00840,2025-12-29T07:00:00,2026-01-01,0.5,kg,ZN_COLD,0.5,0.889,80.0,whole
B00841,SITE_KIT_01,ING_LEMON,LOT-B00841,2025-12-29T07:00:00,2026-01-04,5.0,kg,ZN_COLD,0.5,1.0,90.0,whole
B00842,SITE_KIT_01,ING_BEANS,LOT-B00842,2025-12-29T07:00:00,2026-01-05,15.0,kg,ZN_COLD,0.5,0.905,60.0,whole
B00843,SITE_KIT_01,ING_MUSHROOM,LOT-B00843,2025-12-29T07:00:00,2026-01-05,3.0,kg,ZN_COLD,0.5,0.833,220.0,whole
B00844,SITE_KIT_01,ING_CUCUMBER,LOT-B00844,2025-12-29T07:00:00,2026-01-05,8.0,kg,ZN_COLD,0.5,0.841,35.0,whole
B00845,SITE_KIT_01,ING_BANANA,LOT-B00845,2025-12-29T07:00:00,2026-01-04,15.0,kg,ZN_COLD,0.5,0.897,55.0,whole
B00846,SITE_KIT_01,ING_CHICKEN,LOT-B00846,2025-12-29T07:00:00,2026-01-01,32.0,kg,ZN_FREEZE,0.5,0.935,210.0,whole
B00847,SITE_KIT_01,ING_MUTTON,LOT-B00847,2025-12-29T07:00:00,2026-01-01,17.0,kg,ZN_FREEZE,0.5,0.894,720.0,whole
B00848,SITE_KIT_01,ING_FISH,LOT-B00848,2025-12-29T07:00:00,2026-01-01,14.0,kg,ZN_FREEZE,0.5,0.961,480.0,whole
B00849,SITE_KIT_01,ING_EGG,LOT-B00849,2025-12-29T07:00:00,2026-01-04,5.0,kg,ZN_COLD,0.5,0.924,140.0,whole
B00850,SITE_KIT_01,ING_PANEER,LOT-B00850,2025-12-29T07:00:00,2026-01-04,30.0,kg,ZN_COLD,0.5,0.921,380.0,whole
B00851,SITE_KIT_01,ING_CURD,LOT-B00851,2025-12-29T07:00:00,2026-01-04,26.0,kg,ZN_COLD,0.5,0.886,70.0,whole
B00852,SITE_KIT_01,ING_MILK,LOT-B00852,2025-12-29T07:00:00,2026-01-04,4.0,kg,ZN_COLD,0.5,0.92,58.0,whole
B00853,SITE_KIT_01,ING_CREAM,LOT-B00853,2025-12-29T07:00:00,2026-01-04,6.0,kg,ZN_COLD,0.5,0.951,220.0,whole
B00854,SITE_KIT_01,ING_BUTTER,LOT-B00854,2025-12-29T07:00:00,2026-01-04,7.0,kg,ZN_COLD,0.5,0.894,520.0,whole
B00855,SITE_KIT_01,ING_BATTER,LOT-B00855,2025-12-29T07:00:00,2025-12-31,17.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B00856,SITE_KIT_01,ING_SPINACH,LOT-B00856,2025-12-30T07:00:00,2026-01-03,10.0,kg,ZN_COLD,0.5,0.915,30.0,whole
B00857,SITE_KIT_01,ING_CORIANDER,LOT-B00857,2025-12-30T07:00:00,2026-01-02,1.5,kg,ZN_COLD,0.5,0.948,60.0,whole
B00858,SITE_KIT_01,ING_MINT,LOT-B00858,2025-12-30T07:00:00,2026-01-02,0.75,kg,ZN_COLD,0.5,1.0,60.0,whole
B00859,SITE_KIT_01,ING_CURRYLEAF,LOT-B00859,2025-12-30T07:00:00,2026-01-02,0.75,kg,ZN_COLD,0.5,1.0,80.0,whole
B00860,SITE_KIT_01,ING_BATTER,LOT-B00860,2025-12-30T07:00:00,2026-01-01,16.0,kg,ZN_COLD,0.5,0.955,70.0,whole
B00861,SITE_KIT_01,ING_TOMATO,LOT-B00861,2025-12-31T07:00:00,2026-01-07,37.0,kg,ZN_COLD,0.5,0.919,32.0,whole
B00862,SITE_KIT_01,ING_CAULI,LOT-B00862,2025-12-31T07:00:00,2026-01-10,39.0,kg,ZN_COLD,0.5,0.937,40.0,whole
B00863,SITE_KIT_01,ING_SPINACH,LOT-B00863,2025-12-31T07:00:00,2026-01-04,9.0,kg,ZN_COLD,0.5,0.999,30.0,whole
B00864,SITE_KIT_01,ING_CORIANDER,LOT-B00864,2025-12-31T07:00:00,2026-01-03,1.5,kg,ZN_COLD,0.5,0.961,60.0,whole
B00865,SITE_KIT_01,ING_GCHILLI,LOT-B00865,2025-12-31T07:00:00,2026-01-07,2.0,kg,ZN_COLD,0.5,0.954,70.0,whole
B00866,SITE_KIT_01,ING_CARROT,LOT-B00866,2025-12-31T07:00:00,2026-01-10,11.0,kg,ZN_COLD,0.5,0.918,45.0,whole
B00867,SITE_KIT_01,ING_CAPSICUM,LOT-B00867,2025-12-31T07:00:00,2026-01-07,6.977,kg,ZN_COLD,0.5,0.87,80.0,whole
B00868,SITE_KIT_01,ING_CABBAGE,LOT-B00868,2025-12-31T07:00:00,2026-01-10,4.0,kg,ZN_COLD,0.5,0.959,25.0,whole
B00869,SITE_KIT_01,ING_BRINJAL,LOT-B00869,2025-12-31T07:00:00,2026-01-07,7.0,kg,ZN_COLD,0.5,0.94,40.0,whole
B00870,SITE_KIT_01,ING_OKRA,LOT-B00870,2025-12-31T07:00:00,2026-01-07,8.0,kg,ZN_COLD,0.5,0.946,55.0,whole
B00871,SITE_KIT_01,ING_PEAS,LOT-B00871,2025-12-31T07:00:00,2026-01-07,5.0,kg,ZN_COLD,0.5,0.923,90.0,whole
B00872,SITE_KIT_01,ING_MINT,LOT-B00872,2025-12-31T07:00:00,2026-01-03,1.25,kg,ZN_COLD,0.5,0.902,60.0,whole
B00873,SITE_KIT_01,ING_CURRYLEAF,LOT-B00873,2025-12-31T07:00:00,2026-01-03,0.75,kg,ZN_COLD,0.5,0.922,80.0,whole
B00874,SITE_KIT_01,ING_LEMON,LOT-B00874,2025-12-31T07:00:00,2026-01-06,7.0,kg,ZN_COLD,0.5,0.876,90.0,whole
B00875,SITE_KIT_01,ING_BEANS,LOT-B00875,2025-12-31T07:00:00,2026-01-07,2.0,kg,ZN_COLD,0.5,0.936,60.0,whole
B00876,SITE_KIT_01,ING_MUSHROOM,LOT-B00876,2025-12-31T07:00:00,2026-01-07,2.0,kg,ZN_COLD,0.5,0.878,220.0,whole
B00877,SITE_KIT_01,ING_CUCUMBER,LOT-B00877,2025-12-31T07:00:00,2026-01-07,8.0,kg,ZN_COLD,0.5,0.961,35.0,whole
B00878,SITE_KIT_01,ING_BANANA,LOT-B00878,2025-12-31T07:00:00,2026-01-06,10.0,kg,ZN_COLD,0.5,0.976,55.0,whole
B00879,SITE_KIT_01,ING_CHICKEN,LOT-B00879,2025-12-31T07:00:00,2026-01-03,19.0,kg,ZN_FREEZE,0.5,0.836,210.0,whole
B00880,SITE_KIT_01,ING_MUTTON,LOT-B00880,2025-12-31T07:00:00,2026-01-03,9.0,kg,ZN_FREEZE,0.5,0.945,720.0,whole
B00881,SITE_KIT_01,ING_FISH,LOT-B00881,2025-12-31T07:00:00,2026-01-03,8.0,kg,ZN_FREEZE,0.5,0.95,480.0,whole
B00882,SITE_KIT_01,ING_EGG,LOT-B00882,2025-12-31T07:00:00,2026-01-06,5.0,kg,ZN_COLD,0.5,0.953,140.0,whole
B00883,SITE_KIT_01,ING_PANEER,LOT-B00883,2025-12-31T07:00:00,2026-01-06,20.0,kg,ZN_COLD,0.5,0.919,380.0,whole
B00884,SITE_KIT_01,ING_CURD,LOT-B00884,2025-12-31T07:00:00,2026-01-06,14.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B00885,SITE_KIT_01,ING_MILK,LOT-B00885,2025-12-31T07:00:00,2026-01-06,3.0,kg,ZN_COLD,0.5,0.993,58.0,whole
B00886,SITE_KIT_01,ING_CREAM,LOT-B00886,2025-12-31T07:00:00,2026-01-06,7.0,kg,ZN_COLD,0.5,0.931,220.0,whole
B00887,SITE_KIT_01,ING_BUTTER,LOT-B00887,2025-12-31T07:00:00,2026-01-06,4.0,kg,ZN_COLD,0.5,1.0,520.0,whole
B00888,SITE_KIT_01,ING_BATTER,LOT-B00888,2025-12-31T07:00:00,2026-01-02,15.0,kg,ZN_COLD,0.5,0.87,70.0,whole
B00889,SITE_KIT_01,ING_SPINACH,LOT-B00889,2026-01-01T07:00:00,2026-01-05,10.0,kg,ZN_COLD,0.5,0.92,30.0,whole
B00890,SITE_KIT_01,ING_CORIANDER,LOT-B00890,2026-01-01T07:00:00,2026-01-04,1.5,kg,ZN_COLD,0.5,0.899,60.0,whole
B00891,SITE_KIT_01,ING_MINT,LOT-B00891,2026-01-01T07:00:00,2026-01-04,0.75,kg,ZN_COLD,0.5,0.926,60.0,whole
B00892,SITE_KIT_01,ING_CURRYLEAF,LOT-B00892,2026-01-01T07:00:00,2026-01-04,0.75,kg,ZN_COLD,0.5,0.82,80.0,whole
B00893,SITE_KIT_01,ING_BATTER,LOT-B00893,2026-01-01T07:00:00,2026-01-03,26.0,kg,ZN_COLD,0.5,0.896,70.0,whole
B00894,SITE_KIT_01,ING_TOMATO,LOT-B00894,2026-01-02T07:00:00,2026-01-09,54.0,kg,ZN_COLD,0.5,0.884,32.0,whole
B00895,SITE_KIT_01,ING_ONION,LOT-B00895,2026-01-02T07:00:00,2026-02-01,105.655,kg,ZN_DRY,0.5,0.882,38.0,whole
B00896,SITE_KIT_01,ING_POTATO,LOT-B00896,2026-01-02T07:00:00,2026-02-01,62.0,kg,ZN_DRY,0.5,0.955,28.0,whole
B00897,SITE_KIT_01,ING_CAULI,LOT-B00897,2026-01-02T07:00:00,2026-01-12,66.0,kg,ZN_COLD,0.5,0.948,40.0,whole
B00898,SITE_KIT_01,ING_SPINACH,LOT-B00898,2026-01-02T07:00:00,2026-01-06,9.234,kg,ZN_COLD,0.5,0.954,30.0,whole
B00899,SITE_KIT_01,ING_CORIANDER,LOT-B00899,2026-01-02T07:00:00,2026-01-05,1.5,kg,ZN_COLD,0.5,0.941,60.0,whole
B00900,SITE_KIT_01,ING_GCHILLI,LOT-B00900,2026-01-02T07:00:00,2026-01-09,4.0,kg,ZN_COLD,0.5,0.956,70.0,whole
B00901,SITE_KIT_01,ING_GINGER,LOT-B00901,2026-01-02T07:00:00,2026-02-01,4.0,kg,ZN_DRY,0.5,0.981,120.0,whole
B00902,SITE_KIT_01,ING_GARLIC,LOT-B00902,2026-01-02T07:00:00,2026-02-01,10.0,kg,ZN_DRY,0.5,0.989,180.0,whole
B00903,SITE_KIT_01,ING_CARROT,LOT-B00903,2026-01-02T07:00:00,2026-01-12,14.0,kg,ZN_COLD,0.5,0.908,45.0,whole
B00904,SITE_KIT_01,ING_CAPSICUM,LOT-B00904,2026-01-02T07:00:00,2026-01-09,10.0,kg,ZN_COLD,0.5,0.948,80.0,whole
B00905,SITE_KIT_01,ING_CABBAGE,LOT-B00905,2026-01-02T07:00:00,2026-01-12,6.0,kg,ZN_COLD,0.5,0.989,25.0,whole
B00906,SITE_KIT_01,ING_BRINJAL,LOT-B00906,2026-01-02T07:00:00,2026-01-09,9.0,kg,ZN_COLD,0.5,0.904,40.0,whole
B00907,SITE_KIT_01,ING_OKRA,LOT-B00907,2026-01-02T07:00:00,2026-01-09,9.0,kg,ZN_COLD,0.5,0.989,55.0,whole
B00908,SITE_KIT_01,ING_PEAS,LOT-B00908,2026-01-02T07:00:00,2026-01-09,6.603,kg,ZN_COLD,0.5,0.883,90.0,whole
B00909,SITE_KIT_01,ING_MINT,LOT-B00909,2026-01-02T07:00:00,2026-01-05,0.697,kg,ZN_COLD,0.5,0.892,60.0,whole
B00910,SITE_KIT_01,ING_CURRYLEAF,LOT-B00910,2026-01-02T07:00:00,2026-01-05,0.5,kg,ZN_COLD,0.5,0.852,80.0,whole
B00911,SITE_KIT_01,ING_LEMON,LOT-B00911,2026-01-02T07:00:00,2026-01-08,5.0,kg,ZN_COLD,0.5,0.908,90.0,whole
B00912,SITE_KIT_01,ING_BEANS,LOT-B00912,2026-01-02T07:00:00,2026-01-09,8.0,kg,ZN_COLD,0.5,0.933,60.0,whole
B00913,SITE_KIT_01,ING_MUSHROOM,LOT-B00913,2026-01-02T07:00:00,2026-01-09,3.0,kg,ZN_COLD,0.5,0.9,220.0,whole
B00914,SITE_KIT_01,ING_CUCUMBER,LOT-B00914,2026-01-02T07:00:00,2026-01-09,9.358,kg,ZN_COLD,0.5,0.932,35.0,whole
B00915,SITE_KIT_01,ING_BANANA,LOT-B00915,2026-01-02T07:00:00,2026-01-08,7.948,kg,ZN_COLD,0.5,0.866,55.0,whole
B00916,SITE_KIT_01,ING_CHICKEN,LOT-B00916,2026-01-02T07:00:00,2026-01-05,31.0,kg,ZN_FREEZE,0.5,0.917,210.0,whole
B00917,SITE_KIT_01,ING_MUTTON,LOT-B00917,2026-01-02T07:00:00,2026-01-05,23.0,kg,ZN_FREEZE,0.5,0.917,720.0,whole
B00918,SITE_KIT_01,ING_FISH,LOT-B00918,2026-01-02T07:00:00,2026-01-05,13.0,kg,ZN_FREEZE,0.5,0.888,480.0,whole
B00919,SITE_KIT_01,ING_EGG,LOT-B00919,2026-01-02T07:00:00,2026-01-08,6.0,kg,ZN_COLD,0.5,0.885,140.0,whole
B00920,SITE_KIT_01,ING_PANEER,LOT-B00920,2026-01-02T07:00:00,2026-01-08,28.0,kg,ZN_COLD,0.5,0.933,380.0,whole
B00921,SITE_KIT_01,ING_CURD,LOT-B00921,2026-01-02T07:00:00,2026-01-08,25.0,kg,ZN_COLD,0.5,0.923,70.0,whole
B00922,SITE_KIT_01,ING_MILK,LOT-B00922,2026-01-02T07:00:00,2026-01-08,4.0,kg,ZN_COLD,0.5,0.985,58.0,whole
B00923,SITE_KIT_01,ING_CREAM,LOT-B00923,2026-01-02T07:00:00,2026-01-08,6.0,kg,ZN_COLD,0.5,0.951,220.0,whole
B00924,SITE_KIT_01,ING_BUTTER,LOT-B00924,2026-01-02T07:00:00,2026-01-08,7.0,kg,ZN_COLD,0.5,0.97,520.0,whole
B00925,SITE_KIT_01,ING_BATTER,LOT-B00925,2026-01-02T07:00:00,2026-01-04,17.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B00926,SITE_KIT_01,ING_SPINACH,LOT-B00926,2026-01-03T07:00:00,2026-01-07,10.0,kg,ZN_COLD,0.5,0.948,30.0,whole
B00927,SITE_KIT_01,ING_CORIANDER,LOT-B00927,2026-01-03T07:00:00,2026-01-06,1.5,kg,ZN_COLD,0.5,0.975,60.0,whole
B00928,SITE_KIT_01,ING_MINT,LOT-B00928,2026-01-03T07:00:00,2026-01-06,0.75,kg,ZN_COLD,0.5,0.993,60.0,whole
B00929,SITE_KIT_01,ING_CURRYLEAF,LOT-B00929,2026-01-03T07:00:00,2026-01-06,0.75,kg,ZN_COLD,0.5,0.959,80.0,whole
B00930,SITE_KIT_01,ING_GHEE,LOT-B00930,2026-01-03T07:00:00,2026-07-02,25.0,kg,ZN_DRY,0.5,0.961,640.0,whole
B00931,SITE_KIT_01,ING_RICE,LOT-B00931,2026-01-03T07:00:00,2026-07-02,210.0,kg,ZN_DRY,0.5,0.848,120.0,whole
B00932,SITE_KIT_01,ING_ATTA,LOT-B00932,2026-01-03T07:00:00,2026-07-02,160.0,kg,ZN_DRY,0.5,0.995,48.0,whole
B00933,SITE_KIT_01,ING_BESAN,LOT-B00933,2026-01-03T07:00:00,2026-07-02,10.0,kg,ZN_DRY,0.5,0.989,90.0,whole
B00934,SITE_KIT_01,ING_OIL,LOT-B00934,2026-01-03T07:00:00,2026-07-02,20.0,kg,ZN_DRY,0.5,0.982,145.0,whole
B00935,SITE_KIT_01,ING_CASHEW,LOT-B00935,2026-01-03T07:00:00,2026-07-02,10.0,kg,ZN_DRY,0.5,0.985,850.0,whole
B00936,SITE_KIT_01,ING_COCONUT,LOT-B00936,2026-01-03T07:00:00,2026-07-02,10.0,kg,ZN_DRY,0.5,0.944,45.0,whole
B00937,SITE_KIT_01,ING_TOORDAL,LOT-B00937,2026-01-03T07:00:00,2026-07-02,40.0,kg,ZN_DRY,0.5,0.94,165.0,whole
B00938,SITE_KIT_01,ING_BATTER,LOT-B00938,2026-01-03T07:00:00,2026-01-05,16.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B00939,SITE_KIT_01,ING_TOMATO,LOT-B00939,2026-01-04T07:00:00,2026-01-11,91.0,kg,ZN_COLD,0.5,0.906,32.0,whole
B00940,SITE_KIT_01,ING_CAULI,LOT-B00940,2026-01-04T07:00:00,2026-01-14,64.0,kg,ZN_COLD,0.5,0.912,40.0,whole
B00941,SITE_KIT_01,ING_SPINACH,LOT-B00941,2026-01-04T07:00:00,2026-01-08,11.0,kg,ZN_COLD,0.5,0.987,30.0,whole
B00942,SITE_KIT_01,ING_CORIANDER,LOT-B00942,2026-01-04T07:00:00,2026-01-07,1.5,kg,ZN_COLD,0.5,0.935,60.0,whole
B00943,SITE_KIT_01,ING_GCHILLI,LOT-B00943,2026-01-04T07:00:00,2026-01-11,3.0,kg,ZN_COLD,0.5,0.946,70.0,whole
B00944,SITE_KIT_01,ING_CARROT,LOT-B00944,2026-01-04T07:00:00,2026-01-14,15.0,kg,ZN_COLD,0.5,0.981,45.0,whole
B00945,SITE_KIT_01,ING_CAPSICUM,LOT-B00945,2026-01-04T07:00:00,2026-01-11,8.57,kg,ZN_COLD,0.5,0.869,80.0,whole
B00946,SITE_KIT_01,ING_CABBAGE,LOT-B00946,2026-01-04T07:00:00,2026-01-14,7.0,kg,ZN_COLD,0.5,0.937,25.0,whole
B00947,SITE_KIT_01,ING_BRINJAL,LOT-B00947,2026-01-04T07:00:00,2026-01-11,8.0,kg,ZN_COLD,0.5,0.797,40.0,whole
B00948,SITE_KIT_01,ING_OKRA,LOT-B00948,2026-01-04T07:00:00,2026-01-11,9.019,kg,ZN_COLD,0.5,0.891,55.0,whole
B00949,SITE_KIT_01,ING_PEAS,LOT-B00949,2026-01-04T07:00:00,2026-01-11,7.0,kg,ZN_COLD,0.5,0.908,90.0,whole
B00950,SITE_KIT_01,ING_MINT,LOT-B00950,2026-01-04T07:00:00,2026-01-07,0.75,kg,ZN_COLD,0.5,0.845,60.0,whole
B00951,SITE_KIT_01,ING_CURRYLEAF,LOT-B00951,2026-01-04T07:00:00,2026-01-07,0.75,kg,ZN_COLD,0.5,0.931,80.0,whole
B00952,SITE_KIT_01,ING_LEMON,LOT-B00952,2026-01-04T07:00:00,2026-01-10,5.0,kg,ZN_COLD,0.5,0.969,90.0,whole
B00953,SITE_KIT_01,ING_BEANS,LOT-B00953,2026-01-04T07:00:00,2026-01-11,9.0,kg,ZN_COLD,0.5,0.9,60.0,whole
B00954,SITE_KIT_01,ING_MUSHROOM,LOT-B00954,2026-01-04T07:00:00,2026-01-11,3.0,kg,ZN_COLD,0.5,0.869,220.0,whole
B00955,SITE_KIT_01,ING_CUCUMBER,LOT-B00955,2026-01-04T07:00:00,2026-01-11,11.0,kg,ZN_COLD,0.5,0.909,35.0,whole
B00956,SITE_KIT_01,ING_BANANA,LOT-B00956,2026-01-04T07:00:00,2026-01-10,10.0,kg,ZN_COLD,0.5,0.912,55.0,whole
B00957,SITE_KIT_01,ING_CHICKEN,LOT-B00957,2026-01-04T07:00:00,2026-01-07,34.0,kg,ZN_FREEZE,0.5,1.0,210.0,whole
B00958,SITE_KIT_01,ING_MUTTON,LOT-B00958,2026-01-04T07:00:00,2026-01-07,11.0,kg,ZN_FREEZE,0.5,1.0,720.0,whole
B00959,SITE_KIT_01,ING_FISH,LOT-B00959,2026-01-04T07:00:00,2026-01-07,15.0,kg,ZN_FREEZE,0.5,0.905,480.0,whole
B00960,SITE_KIT_01,ING_EGG,LOT-B00960,2026-01-04T07:00:00,2026-01-10,6.0,kg,ZN_COLD,0.5,0.929,140.0,whole
B00961,SITE_KIT_01,ING_PANEER,LOT-B00961,2026-01-04T07:00:00,2026-01-10,32.0,kg,ZN_COLD,0.5,1.0,380.0,whole
B00962,SITE_KIT_01,ING_CURD,LOT-B00962,2026-01-04T07:00:00,2026-01-10,24.0,kg,ZN_COLD,0.5,0.83,70.0,whole
B00963,SITE_KIT_01,ING_MILK,LOT-B00963,2026-01-04T07:00:00,2026-01-10,4.0,kg,ZN_COLD,0.5,0.835,58.0,whole
B00964,SITE_KIT_01,ING_CREAM,LOT-B00964,2026-01-04T07:00:00,2026-01-10,5.0,kg,ZN_COLD,0.5,0.922,220.0,whole
B00965,SITE_KIT_01,ING_BUTTER,LOT-B00965,2026-01-04T07:00:00,2026-01-10,7.0,kg,ZN_COLD,0.5,0.959,520.0,whole
B00966,SITE_KIT_01,ING_BATTER,LOT-B00966,2026-01-04T07:00:00,2026-01-06,16.0,kg,ZN_COLD,0.5,0.957,70.0,whole
B00967,SITE_KIT_01,ING_SPINACH,LOT-B00967,2026-01-05T07:00:00,2026-01-09,15.0,kg,ZN_COLD,0.5,0.984,30.0,whole
B00968,SITE_KIT_01,ING_CORIANDER,LOT-B00968,2026-01-05T07:00:00,2026-01-08,1.5,kg,ZN_COLD,0.5,0.965,60.0,whole
B00969,SITE_KIT_01,ING_MINT,LOT-B00969,2026-01-05T07:00:00,2026-01-08,1.0,kg,ZN_COLD,0.5,0.828,60.0,whole
B00970,SITE_KIT_01,ING_CURRYLEAF,LOT-B00970,2026-01-05T07:00:00,2026-01-08,0.712,kg,ZN_COLD,0.5,0.92,80.0,whole
B00971,SITE_KIT_01,ING_BATTER,LOT-B00971,2026-01-05T07:00:00,2026-01-07,16.0,kg,ZN_COLD,0.5,0.987,70.0,whole
B00972,SITE_KIT_01,ING_TOMATO,LOT-B00972,2026-01-06T07:00:00,2026-01-13,16.0,kg,ZN_COLD,0.5,0.93,32.0,whole
B00973,SITE_KIT_01,ING_ONION,LOT-B00973,2026-01-06T07:00:00,2026-02-05,140.0,kg,ZN_DRY,0.5,0.985,38.0,whole
B00974,SITE_KIT_01,ING_POTATO,LOT-B00974,2026-01-06T07:00:00,2026-02-05,52.0,kg,ZN_DRY,0.5,0.998,28.0,whole
B00975,SITE_KIT_01,ING_CAULI,LOT-B00975,2026-01-06T07:00:00,2026-01-16,49.0,kg,ZN_COLD,0.5,0.952,40.0,whole
B00976,SITE_KIT_01,ING_SPINACH,LOT-B00976,2026-01-06T07:00:00,2026-01-10,11.0,kg,ZN_COLD,0.5,0.935,30.0,whole
B00977,SITE_KIT_01,ING_CORIANDER,LOT-B00977,2026-01-06T07:00:00,2026-01-09,1.981,kg,ZN_COLD,0.5,0.946,60.0,whole
B00978,SITE_KIT_01,ING_GCHILLI,LOT-B00978,2026-01-06T07:00:00,2026-01-13,3.0,kg,ZN_COLD,0.5,0.913,70.0,whole
B00979,SITE_KIT_01,ING_GINGER,LOT-B00979,2026-01-06T07:00:00,2026-02-05,4.0,kg,ZN_DRY,0.5,0.949,120.0,whole
B00980,SITE_KIT_01,ING_GARLIC,LOT-B00980,2026-01-06T07:00:00,2026-02-05,3.735,kg,ZN_DRY,0.5,0.846,180.0,whole
B00981,SITE_KIT_01,ING_CARROT,LOT-B00981,2026-01-06T07:00:00,2026-01-16,13.0,kg,ZN_COLD,0.5,1.0,45.0,whole
B00982,SITE_KIT_01,ING_CAPSICUM,LOT-B00982,2026-01-06T07:00:00,2026-01-13,7.0,kg,ZN_COLD,0.5,1.0,80.0,whole
B00983,SITE_KIT_01,ING_CABBAGE,LOT-B00983,2026-01-06T07:00:00,2026-01-16,5.0,kg,ZN_COLD,0.5,0.937,25.0,whole
B00984,SITE_KIT_01,ING_BRINJAL,LOT-B00984,2026-01-06T07:00:00,2026-01-13,7.0,kg,ZN_COLD,0.5,0.962,40.0,whole
B00985,SITE_KIT_01,ING_OKRA,LOT-B00985,2026-01-06T07:00:00,2026-01-13,9.0,kg,ZN_COLD,0.5,1.0,55.0,whole
B00986,SITE_KIT_01,ING_PEAS,LOT-B00986,2026-01-06T07:00:00,2026-01-13,5.758,kg,ZN_COLD,0.5,1.0,90.0,whole
B00987,SITE_KIT_01,ING_MINT,LOT-B00987,2026-01-06T07:00:00,2026-01-09,0.665,kg,ZN_COLD,0.5,1.0,60.0,whole
B00988,SITE_KIT_01,ING_CURRYLEAF,LOT-B00988,2026-01-06T07:00:00,2026-01-09,0.75,kg,ZN_COLD,0.5,0.814,80.0,whole
B00989,SITE_KIT_01,ING_LEMON,LOT-B00989,2026-01-06T07:00:00,2026-01-12,5.0,kg,ZN_COLD,0.5,0.928,90.0,whole
B00990,SITE_KIT_01,ING_BEANS,LOT-B00990,2026-01-06T07:00:00,2026-01-13,7.0,kg,ZN_COLD,0.5,0.991,60.0,whole
B00991,SITE_KIT_01,ING_MUSHROOM,LOT-B00991,2026-01-06T07:00:00,2026-01-13,2.0,kg,ZN_COLD,0.5,1.0,220.0,whole
B00992,SITE_KIT_01,ING_CUCUMBER,LOT-B00992,2026-01-06T07:00:00,2026-01-13,9.0,kg,ZN_COLD,0.5,1.0,35.0,whole
B00993,SITE_KIT_01,ING_BANANA,LOT-B00993,2026-01-06T07:00:00,2026-01-12,10.0,kg,ZN_COLD,0.5,0.931,55.0,whole
B00994,SITE_KIT_01,ING_CHICKEN,LOT-B00994,2026-01-06T07:00:00,2026-01-09,27.0,kg,ZN_FREEZE,0.5,1.0,210.0,whole
B00995,SITE_KIT_01,ING_MUTTON,LOT-B00995,2026-01-06T07:00:00,2026-01-09,13.0,kg,ZN_FREEZE,0.5,0.902,720.0,whole
B00996,SITE_KIT_01,ING_FISH,LOT-B00996,2026-01-06T07:00:00,2026-01-09,11.0,kg,ZN_FREEZE,0.5,0.904,480.0,whole
B00997,SITE_KIT_01,ING_EGG,LOT-B00997,2026-01-06T07:00:00,2026-01-12,6.0,kg,ZN_COLD,0.5,1.0,140.0,whole
B00998,SITE_KIT_01,ING_PANEER,LOT-B00998,2026-01-06T07:00:00,2026-01-12,23.0,kg,ZN_COLD,0.5,0.845,380.0,whole
B00999,SITE_KIT_01,ING_CURD,LOT-B00999,2026-01-06T07:00:00,2026-01-12,37.0,kg,ZN_COLD,0.5,0.999,70.0,whole
B01000,SITE_KIT_01,ING_MILK,LOT-B01000,2026-01-06T07:00:00,2026-01-12,5.0,kg,ZN_COLD,0.5,0.947,58.0,whole
B01001,SITE_KIT_01,ING_CREAM,LOT-B01001,2026-01-06T07:00:00,2026-01-12,4.0,kg,ZN_COLD,0.5,0.99,220.0,whole
B01002,SITE_KIT_01,ING_BUTTER,LOT-B01002,2026-01-06T07:00:00,2026-01-12,5.0,kg,ZN_COLD,0.5,0.975,520.0,whole
B01003,SITE_KIT_01,ING_BATTER,LOT-B01003,2026-01-06T07:00:00,2026-01-08,15.0,kg,ZN_COLD,0.5,1.0,70.0,whole
B01004,SITE_KIT_01,ING_SPINACH,LOT-B01004,2026-01-07T07:00:00,2026-01-11,14.586,kg,ZN_COLD,0.5,0.942,30.0,whole
B01005,SITE_KIT_01,ING_CORIANDER,LOT-B01005,2026-01-07T07:00:00,2026-01-10,2.25,kg,ZN_COLD,0.5,0.945,60.0,whole
B01006,SITE_KIT_01,ING_MINT,LOT-B01006,2026-01-07T07:00:00,2026-01-10,0.75,kg,ZN_COLD,0.5,0.945,60.0,whole
B01007,SITE_KIT_01,ING_CURRYLEAF,LOT-B01007,2026-01-07T07:00:00,2026-01-10,0.5,kg,ZN_COLD,0.5,0.898,80.0,whole
B01008,SITE_KIT_01,ING_BATTER,LOT-B01008,2026-01-07T07:00:00,2026-01-09,17.0,kg,ZN_COLD,0.5,0.943,70.0,whole
B01009,SITE_KIT_01,ING_TOMATO,LOT-B01009,2026-01-08T07:00:00,2026-01-15,46.0,kg,ZN_COLD,0.5,0.966,32.0,whole
B01010,SITE_KIT_01,ING_CAULI,LOT-B01010,2026-01-08T07:00:00,2026-01-18,38.0,kg,ZN_COLD,0.5,0.832,40.0,whole
